"","name","Address","price","lat","lon","distance","type","brand"
"406","Station","Rte de Divonne, Chavannes-de-Bogis",1.55,46.3400727,6.1641359,1,"cng","Shell"
"407","Station","A 1, Würenlos",1.439,47.4421058,8.3618108,1,"unlead95","Shell"
"408","Station","A 1, Würenlos",1.559,47.4421058,8.3618108,1,"diesel","Shell"
"409","Station","A 1, Würenlos",1.55,47.4421058,8.3618108,1,"cng","Shell"
"410","Station","A 1, Würenlos",1.439,47.4421058,8.3618108,1,"unlead95","Shell"
"411","Station","A 1, Würenlos",1.559,47.4421058,8.3618108,1,"diesel","Shell"
"412","Station","A 1, Würenlos",1.55,47.4421058,8.3618108,1,"cng","Shell"
"413","Station","Zollstrasse 79, Thayngen",1.439,47.7409098,8.7158999,1,"unlead95","Shell"
"414","Station","Zollstrasse 79, Thayngen",1.559,47.7409098,8.7158999,1,"diesel","Shell"
"415","Station","Zollstrasse 79, Thayngen",1.55,47.7409098,8.7158999,1,"cng","Shell"
"416","Station","A 1, Bavois",1.439,46.6853078,6.5651634,1,"unlead95","Shell"
"417","Station","A 1, Bavois",1.559,46.6853078,6.5651634,1,"diesel","Shell"
"418","Station","A 1, Bavois",1.55,46.6853078,6.5651634,1,"cng","Shell"
"419","Station","Bergstraße 117, Zürich",1.439,47.26823845,8.65701630987825,1,"unlead95","Shell"
"420","Station","Bergstraße 117, Zürich",1.559,47.26823845,8.65701630987825,1,"diesel","Shell"
"421","Station","Bergstraße 117, Zürich",1.55,47.26823845,8.65701630987825,1,"cng","Shell"
"422","Station","Wohlerstrasse 18, Bremgarten",1.439,47.3709581,8.3027713,1,"unlead95","Shell"
"423","Station","Wohlerstrasse 18, Bremgarten",1.559,47.3709581,8.3027713,1,"diesel","Shell"
"424","Station","Wohlerstrasse 18, Bremgarten",1.55,47.3709581,8.3027713,1,"cng","Shell"
"425","Station","Av. Mategnin 45, Meyrin",1.439,46.2304848,6.0849653,1,"unlead95","Shell"
"426","Station","Av. Mategnin 45, Meyrin",1.559,46.2304848,6.0849653,1,"diesel","Shell"
"427","Station","Av. Mategnin 45, Meyrin",1.55,46.2304848,6.0849653,1,"cng","Shell"
"428","Station","Rheinstraße 29, Pratteln",1.439,47.5347387,7.7116098,1,"unlead95","Shell"
"429","Station","Rheinstraße 29, Pratteln",1.559,47.5347387,7.7116098,1,"diesel","Shell"
"430","Station","Rheinstraße 29, Pratteln",1.55,47.5347387,7.7116098,1,"cng","Shell"
"431","Station","Route d'Ambilly 3, Thonex",1.439,46.1986364,6.21288224807263,1,"unlead95","Shell"
"432","Station","Route d'Ambilly 3, Thonex",1.559,46.1986364,6.21288224807263,1,"diesel","Shell"
"433","Station","Route d'Ambilly 3, Thonex",1.55,46.1986364,6.21288224807263,1,"cng","Shell"
"434","Station","A 1, Bavois",1.439,46.6853078,6.5651634,1,"unlead95","Shell"
"435","Station","A 1, Bavois",1.559,46.6853078,6.5651634,1,"diesel","Shell"
"436","Station","A 1, Bavois",1.55,46.6853078,6.5651634,1,"cng","Shell"
"437","Station","Riedmattstraße 8, Rümlang",1.439,47.46192305,8.5238181997317,1,"unlead95","Shell"
"438","Station","Riedmattstraße 8, Rümlang",1.559,47.46192305,8.5238181997317,1,"diesel","Shell"
"439","Station","Riedmattstraße 8, Rümlang",1.55,47.46192305,8.5238181997317,1,"cng","Shell"
"440","Station","Rte de Meyrin 248, Meyrin",1.439,46.2274515,6.0784036,1,"unlead95","Shell"
"441","Station","Rte de Meyrin 248, Meyrin",1.559,46.2274515,6.0784036,1,"diesel","Shell"
"442","Station","Rte de Meyrin 248, Meyrin",1.55,46.2274515,6.0784036,1,"cng","Shell"
"443","Balerna","Via San Gottardo 12, Balerna",2.106,45.8405289,9.0185652,1,"diesel","Tamoil"
"444","Balerna","Via San Gottardo 12, Balerna",1.849,45.8405289,9.0185652,1,"unlead95","Tamoil"
"445","Station","Les Valettes, Bovernier",2.106,46.0757442,7.0751259,1,"diesel","Tamoil"
"446","Station","Les Valettes, Bovernier",1.849,46.0757442,7.0751259,1,"unlead95","Tamoil"
"449","Station","Rte de Divonne 1, Chavannes-de-Bogis",2.106,46.3400727,6.1641359,1,"diesel","Tamoil"
"450","Station","Rte de Divonne 1, Chavannes-de-Bogis",1.849,46.3400727,6.1641359,1,"unlead95","Tamoil"
"451","Station","Überlandstrasse 224, Dübendorf",2.106,47.39545625,8.64034313985921,1,"diesel","Tamoil"
"452","Station","Überlandstrasse 224, Dübendorf",1.849,47.39545625,8.64034313985921,1,"unlead95","Tamoil"
"453","Station","Rte de la Gemmi 40, Salgesch",2.106,46.3011678,7.5609488,1,"diesel","Tamoil"
